commune,insee_code,secteur_id,label,rooms,epoch,furnished,dwelling_type,ref_minore,ref_median,ref_majore,year,source,zonage_source
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),3,<1946,true,appartement,7.90,11.30,13.60,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),3,>1990,false,appartement,7.60,10.90,13.10,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),3,>1990,true,appartement,8.50,12.10,14.50,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),4,1946-1970,false,appartement,6.40,9.20,11.00,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),4,1946-1970,true,appartement,7.10,10.20,12.20,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),4,1971-1990,false,appartement,6.90,9.80,11.80,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),4,1971-1990,true,appartement,7.60,10.90,13.10,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),4,<1946,false,appartement,6.20,8.90,10.70,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),4,<1946,true,appartement,6.90,9.90,11.90,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),4,>1990,false,appartement,7.20,10.30,12.40,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),4,>1990,true,appartement,8.00,11.40,13.70,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),1,1946-1970,false,maison,12.00,17.10,20.50,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),1,1946-1970,true,maison,13.30,19.00,22.80,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),1,1971-1990,false,maison,12.00,17.20,20.60,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),1,1971-1990,true,maison,13.40,19.10,22.90,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),1,<1946,false,maison,12.30,17.50,21.00,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),1,<1946,true,maison,13.60,19.40,23.30,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),1,>1990,false,maison,12.00,17.20,20.60,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),1,>1990,true,maison,13.40,19.10,22.90,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),2,1946-1970,false,maison,8.90,12.70,15.20,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),2,1946-1970,true,maison,9.90,14.10,16.90,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),2,1971-1990,false,maison,9.20,13.10,15.70,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),2,1971-1990,true,maison,10.20,14.50,17.40,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),2,<1946,false,maison,8.90,12.70,15.20,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),2,<1946,true,maison,9.90,14.10,16.90,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),2,>1990,false,maison,9.70,13.90,16.70,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),2,>1990,true,maison,10.80,15.40,18.50,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),3,1946-1970,false,maison,8.00,11.40,13.70,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),3,1946-1970,true,maison,8.90,12.70,15.20,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),3,1971-1990,false,maison,7.80,11.10,13.30,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),3,1971-1990,true,maison,8.60,12.30,14.80,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),3,<1946,false,maison,7.80,11.20,13.40,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),3,<1946,true,maison,8.70,12.40,14.90,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),3,>1990,false,maison,8.30,11.90,14.30,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),3,>1990,true,maison,9.20,13.20,15.80,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),4,1946-1970,false,maison,7.10,10.10,12.10,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),4,1946-1970,true,maison,7.80,11.20,13.40,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),4,1971-1990,false,maison,7.50,10.70,12.80,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),4,1971-1990,true,maison,8.30,11.90,14.30,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),4,<1946,false,maison,6.80,9.70,11.60,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
Anglet,64024,47,Anglet — Glacière-Parme-Brindos-Sutar-Aritxague (zone 2),4,<1946,true,maison,7.60,10.80,13.00,2026,"Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data.","Communauté d'agglomération Pays Basque (via l'application ADWS du simulateur public) · Encadrement Pays Basque — barème applicable à compter du 2025-11-25 · NON DÉTERMINÉE — API applicative publique et non authentifiée, pas un jeu de données publié. Donnée réglementaire (arrêté préfectoral). À faire republier en open data."
